name,price,type,efficiency,wattage,modular,color
Cooler Master MWE White V2 230V,,ATX,plus,550,false,Black
SeaSonic FOCUS,105.99,ATX,gold,550,Semi,Black
Fractal Design Ion+ 2 Platinum,191.19,ATX,platinum,560,Full,Black
Thermaltake Toughpower GF1 ARGB,,ATX,gold,850,Full,
Cooler Master V750,,ATX,gold,750,Full,
BitFenix Formula Bronze,,ATX,bronze,600,false,Black
FSP Group HEXA+,,ATX,,500,false,
Super Flower Leadex Platinum SE,,ATX,platinum,1000,Full,Black
LC-Power LC6 V2.31,,ATX,gold,1000,Full,Black / Gray
Silverstone TX300,81.51,TFX,bronze,300,false,Black
be quiet! Straight Power 11,,ATX,platinum,650,Full,Black
be quiet! Pure Power 11 CM,,ATX,gold,600,Semi,Black
Cooler Master V1000,,ATX,gold,1000,Full,
Cooler Master MWE 500,,ATX,plus,500,false,Black
Gigabyte UD-GM PG5,112.68,ATX,gold,850,Full,Black
SeaSonic PRIME Titanium,,ATX,titanium,650,Full,
FSP Group Hydro GE,94.99,ATX,gold,650,Full,
Cooler Master MWE Gold 1250 - V2,,ATX,gold,1250,Full,Black
Apevia ATX-CB700W,,ATX,,700,false,
Cooler Master V700,,ATX,gold,700,Full,
Corsair HX1050,,ATX,gold,1050,Semi,
Corsair AX860i,,ATX,platinum,860,Full,
EVGA SuperNOVA 750 B2,,ATX,bronze,750,Semi,
Xilence XP1050MR9,215.5,ATX,gold,1050,Full,Black / Red
SHARKOON SilentStorm Cool Zero 850,,ATX,gold,850,Full,Black
EVGA SuperNOVA 650 G7,159.99,ATX,gold,650,Full,Black / Blue
Corsair AX850,319.99,ATX,gold,850,Full,
ENDORFY Vero L5,168,ATX,bronze,500,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,650,Semi,Black
Phanteks AMP,,ATX,gold,650,Full,Black
Thermaltake Toughpower GF1 ARGB,,ATX,gold,750,Full,
Corsair TX850,,ATX,plus,850,false,
Azza PSAZ-750PT14,,ATX,platinum,750,Semi,
Corsair RM450,,ATX,gold,450,Full,
Silverstone NJ450-SXL,,SFX,platinum,450,Full,Black / Blue
ARESGAME AGS,,ATX,gold,750,Semi,Black / Red
Super Flower Leadex V Platinum Pro,199.99,ATX,platinum,850,Full,White
Azza PSAZ-550W,50.59,ATX,bronze,550,false,Black
LC-Power LC6 V2.31,,ATX,gold,1000,Full,White / Gray
Apevia Spirit,,ATX,,700,false,
Cooler Master 600W MasterWatt Lite 230V,,ATX,plus,600,false,
G.Skill PS850G,,ATX,gold,850,Full,Black
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,750,Full,Black
Enermax Revolution D.F. X,144.99,ATX,gold,1200,Full,Black
Thermaltake Toughpower PF3-L,166.86,ATX,platinum,850,Full,Black
Thermaltake Toughpower GF2 ARGB,142.99,ATX,gold,750,Full,Black
Silverstone DA850R-GMA,257.02,ATX,gold,850,Full,White
be quiet! Pure Power 11 FM 850,,ATX,gold,850,Full,Black
Chieftec ATMOS,167.69,ATX,gold,850,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,850,Full,Black
FSP Group Hydro G Pro,,ATX,gold,850,Full,Black
Corsair VS500,234.54,ATX,plus,500,false,
Cooler Master MWE Gold 1050 - V2,,ATX,gold,1050,Full,Black
Corsair TX850M,,ATX,bronze,850,Semi,
ADATA XPG CYBERCORE,189.99,ATX,platinum,1300,Full,Black / Silver
Deepcool PX1000P,239.99,ATX,platinum,1000,Full,Black / Silver
FSP Group Hydro PTM PRO,119.99,ATX,platinum,650,Full,Black
Super Flower Leadex Platinum,299.99,ATX,platinum,1600,Full,Black
Thermaltake Smart SE,177,ATX,,630,Semi,
Segotep GM,,ATX,gold,850,Full,White
Corsair RM550,,ATX,gold,550,Full,
ENDORFY Supremo FM5,,ATX,gold,1000,Full,Black
FSP Group Hydro G Pro,,ATX,gold,650,Full,Black
Antec High Current Gamer Gold,,ATX,gold,650,Full,Black
Cooler Master MWE Bronze 550,,ATX,bronze,550,false,Black
be quiet! Pure Power L8,,ATX,bronze,300,false,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,750,Full,Black
KOLINK Regulator,129.99,ATX,gold,850,Full,Black
Corsair HX650,316.95,ATX,gold,650,Semi,
Corsair TX950,,ATX,bronze,950,false,
Mars Gaming MP700,,ATX,,700,false,
Sparkle FSP300-60ATV,59.99,ATX,,300,false,
Silverstone NJ700,,ATX,titanium,700,Full,Silver
Corsair HX1000,479.99,ATX,plus,1000,Semi,
be quiet! Dark Power 12,,ATX,titanium,850,Full,Black
Zalman ZM500-RS,,ATX,plus,500,false,
Zalman ZM600-ST,,ATX,plus,600,false,
Thermalright TG,,ATX,gold,750,Full,Black
Cougar GEX,,ATX,gold,750,Full,Black
Apex SL-275TFX,45.95,TFX,,275,false,
FSP Group Raider 550,,ATX,bronze,550,false,
Silverstone Strider,,ATX,plus,600,false,
EVGA SuperNOVA NEX750G Gold,,ATX,gold,750,Full,
Enermax Revolution D.F. X,144.99,ATX,gold,1050,Full,Black
LC-Power LC6650 V2.3,,ATX,bronze,650,false,Black
CoolMax V-500,33.19,ATX,,500,false,
NOX Hummer X,,ATX,gold,650,Full,Black
GAMDIAS KRATOS P1 G,,ATX,gold,650,false,Black
SeaSonic FOCUS,,ATX,gold,650,Semi,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,750,Semi,Black
Corsair CX450M (2021),,ATX,bronze,450,Semi,Black
SeaSonic VERTEX PX-750,197.46,ATX,platinum,750,Full,Black / Silver
Apevia Prestige,,ATX,gold,1000,false,Black
SeaSonic PRIME PX,301.99,ATX,platinum,850,Full,Black / Silver
Antec VP PLUS,,ATX,plus,500,false,Black
Enermax MAXREVO,,ATX,gold,1800,Full,Black
SeaSonic M12II,,ATX,bronze,520,Full,
Antec EARTHWATTS GOLD PRO 750,149.99,ATX,gold,750,Semi,Black
SilentiumPC Vero L2,,ATX,bronze,500,false,Black
Thermaltake Smart RGB,,ATX,plus,500,false,Black
Silverstone DA1000R,,ATX,gold,1000,Full,Black
FSP Group Hydro PTM PRO,179.99,ATX,platinum,850,Full,Black
SeaSonic PRIME Ultra Platinum 750,179.99,ATX,platinum,750,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1050,Full,
Silverstone Essential,94.99,ATX,gold,750,false,Black / Yellow
Silverstone Strider,99.99,ATX,bronze,700,Full,
be quiet! Straight Power 11 450W,259,ATX,gold,450,Full,
be quiet! System Power 9,,ATX,bronze,400,false,Black
Thermaltake Smart,,ATX,bronze,550,false,
Athena Power AP-MFATX40,,Mini ITX,bronze,400,false,
Cooler Master MasterWatt Lite 500W Full Range,,ATX,plus,500,false,
Cooler Master MWE,,ATX,bronze,600,false,Black
SeaSonic G,,ATX,gold,550,Semi,
SilentiumPC Vero L2,,ATX,bronze,600,false,Black
NZXT E500,,ATX,gold,500,Full,Black
EVGA 500 BA,,ATX,bronze,500,false,Black
Cooler Master MWE GOLD 550 V2 FULL MODULAR,,ATX,gold,550,Full,Black
Phanteks Revolt SFX,,SFX,gold,650,Full,Black
Deepcool PQ650M,126.98,ATX,gold,650,Full,Black
FSP Group HYPER K PRO,,ATX,plus,500,false,Black / Yellow
Cooler Master V850,,ATX,gold,850,Full,Black
Fractal Design Ion+ 860P,,ATX,platinum,860,Full,Black
Corsair VS550,,ATX,,550,false,
Deepcool DQ650-M-V2L,192,ATX,gold,650,Full,Black
Cooler Master V1200,306.89,ATX,platinum,1200,Full,
Cooler Master Silent Pro Gold,,ATX,gold,800,Semi,
GameMax GP,,ATX,bronze,550,false,Black
Phanteks AMP,,ATX,gold,1000,Full,White
GameMax GM,,ATX,bronze,500,Semi,Black
Zalman TX,,ATX,,700,false,
ADATA XPG PYLON,,ATX,bronze,450,false,Black
Fractal Design Ion+ 660P,,ATX,platinum,660,Full,Black
Silverstone DA750R-GMA,,ATX,gold,750,Full,Black
Lian Li SP750,122.42,SFX,gold,750,Full,White
Cooler Master MWE White V2 230V,,ATX,plus,400,false,Black
Silverstone Strider,424.24,ATX,silver,1500,false,
EVGA 450 W3,,ATX,plus,450,false,Black
FSP Group HYPER K PRO,,ATX,plus,600,false,Black / Yellow
Antec EARTHWATTS GOLD PRO 650,,ATX,gold,650,Semi,Black
ADATA XPG Core Reactor II,155.67,ATX,gold,1200,Full,Black
Super Flower Leadex V Pro,249.99,ATX,gold,1000,Full,White
SeaSonic CORE GM,,ATX,gold,550,Semi,Black
PC Power & Cooling Silencer,315.5,ATX,platinum,1200,Full,
Thermaltake TR2,,ATX,bronze,380,false,
Gigabyte GreenMax Plus,,ATX,bronze,650,false,
Cougar BXM750,94.98,ATX,bronze,750,Semi,Orange / Black
Super Flower Golden Green HX,,ATX,gold,350,false,
SeaSonic 1000FX WHITE,,ATX,gold,1000,Full,White
Silverstone Strider Platinum,139.99,ATX,platinum,650,Full,
Xilence Performance A+ III,,ATX,bronze,450,false,Black / Red
Antec NE850G M,,ATX,gold,850,Full,White
SeaSonic 750FX WHITE,,ATX,gold,750,Full,White
Silverstone SX600-G,,SFX,gold,600,Full,
be quiet! Pure Power 10,,ATX,silver,500,false,
Thermaltake Smart RGB,,ATX,plus,600,false,
Gigabyte PB500,,ATX,bronze,500,false,
XFX TS,,ATX,bronze,550,false,
Cooler Master G650M,,ATX,bronze,650,Semi,
Corsair TX750M,,ATX,bronze,750,Semi,
Silverstone HELA R,,ATX,platinum,1300,Full,Black
Xilence XP550R9,134,ATX,gold,550,false,Black / Red
Thermaltake Smart Pro RGB,,ATX,bronze,850,Full,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Antec High Current Gamer,,ATX,bronze,900,false,
Enermax Platimax D.F.,145.99,ATX,platinum,1050,Full,Black
Antec Signature Platinum,275.2,ATX,platinum,1300,Full,Black
SeaSonic PRIME Ultra Titanium,,ATX,titanium,650,Full,
Cooler Master 700W MasterWatt Lite 230V,,ATX,plus,700,false,
Cooler Master MWE GOLD 750 V2,,ATX,gold,750,false,Black
Cooler Master G750M,,ATX,bronze,750,Semi,
Super Flower Legion GX Pro,,ATX,gold,550,Semi,Black
Silverstone Essential,89.98,ATX,gold,550,Semi,Black
ADATA XPG KYBER,,ATX,gold,850,false,Black
Rosewill HIVE,,ATX,bronze,850,Full,
SeaSonic FOCUS Plus Platinum,,ATX,platinum,550,Full,
Antec High Current Gamer Gold,,ATX,gold,850,Full,Black
Silverstone SFX,,SFX,gold,450,Full,
ADATA XPG CYBERCORE,235.32,ATX,platinum,1000,Full,Black / Silver
LC-Power LC6560GP3 V2.3 230V,,ATX,silver,560,false,Black
Deepcool DA600-M,,ATX,bronze,600,Full,Black
Thermaltake Smart BM2,,ATX,bronze,450,Semi,Black
Thermaltake Toughpower PF3,,ATX,platinum,750,Full,Black
EVGA 700 B1,217.49,ATX,bronze,700,false,
be quiet! Pure Power 11 FM 1000,,ATX,gold,1000,Full,Black
SeaSonic Core GC,,ATX,gold,650,false,Black
Xigmatek NRP-PC602,,ATX,bronze,600,false,
SilentiumPC Supremo FM2,,ATX,gold,750,Full,Black
EVGA 550 B3,,ATX,bronze,550,Full,
Segotep GF,,SFX,gold,750,Full,Black / Gray
ABS Majesty,,ATX,gold,1100,Full,
Cougar COUGAR-GX1050,164.99,ATX,gold,1050,Semi,
Athena Power Apollo,49.99,SFX,,300,false,
SeaSonic PRIME Platinum,,ATX,platinum,850,Full,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,650,Full,
SeaSonic SSP-300SFG,,SFX,gold,300,false,
be quiet! Pure Power 11 CM,,ATX,gold,500,Semi,Black
Montech GAMMA II,,ATX,gold,750,false,Black
Thermaltake Smart RGB 230V,,ATX,plus,700,false,Black
Montech TITAN GOLD 750W,,ATX,gold,750,Full,Black
SeaSonic PRIME,227,ATX,gold,750,Full,Black
Silverstone Strider Platinum,,ATX,platinum,1200,Full,
Silverstone Strider Platinum,150.38,ATX,platinum,750,Full,
Deepcool PM800D,,ATX,gold,800,false,Black
Montech CENTURY,,ATX,gold,650,Full,Black
In Win Classic,,ATX,platinum,900,Full,
Segotep GM,,ATX,gold,750,Full,White
Thermaltake Smart BX1 RGB 550,,ATX,bronze,550,false,Black
Xilence XP750MR9,,ATX,gold,750,Semi,Black / Red
Deepcool DQ750-M-V2L,,ATX,gold,750,Full,White / Black
Antec High Current Gamer,148.02,ATX,bronze,620,Semi,
Silverstone Strider,,ATX,gold,650,Full,
EVGA SuperNOVA 750 G1,,ATX,gold,750,Full,
be quiet! STRAIGHT POWER E9 | 580W CM,,ATX,gold,580,Semi,
ADATA XPG Core Reactor II,94.99,ATX,gold,650,Full,Black
Thermaltake TR2,,ATX,,430,false,
SeaSonic PRIME Ultra Titanium,,ATX,titanium,750,Full,
Thermaltake Smart SE,148,ATX,,530,Semi,Black
Antec VP PLUS,,ATX,plus,550,false,Black
be quiet! STRAIGHT POWER E9 | 480W CM,,ATX,gold,480,Full,
Cougar GEX,,ATX,gold,650,Full,Black
Antec VP PLUS,,ATX,plus,600,false,Black
FSP Group HEXA 85+,,ATX,bronze,550,false,Black
Corsair GS700,,ATX,bronze,700,false,
Silverstone Strider,114.99,ATX,gold,550,Full,
Cooler Master V1300 Platinum,399.9,ATX,platinum,1300,Full,Black
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,650,Full,White
SeaSonic PRIME TX-650,,ATX,titanium,650,Full,Black
Cougar GEX X2,,ATX,gold,1000,Full,Black
Phanteks AMP,,ATX,gold,750,Full,Black
Corsair CS450M,,ATX,gold,450,Semi,
Thermaltake Hamburg,123,ATX,plus,530,false,Black
Antec NeoECO Gold ZEN,,ATX,gold,500,false,Black / Gold
Corsair GS600,,ATX,bronze,600,false,
Thermaltake Smart,,ATX,bronze,750,false,
Silverstone Strider Titanium,,ATX,titanium,800,Full,
Cooler Master MWE 450,,ATX,plus,450,false,Black
Rosewill PHOTON-650,,ATX,gold,650,Full,
Rosewill PHOTON-1050,,ATX,gold,1050,Full,
FSP Group Hydro PTM PRO,189.99,ATX,platinum,1000,Full,Black
Deepcool PX1300P,299.99,ATX,platinum,1300,Full,Black / Silver
Thermaltake Toughpower Grand RGB 650 SE,,ATX,gold,650,Full,Black
Corsair TX550M,,ATX,bronze,550,Semi,
be quiet! Dark Power Pro 11,,ATX,platinum,750,Semi,
GameMax GM,,ATX,bronze,300,false,Silver
Cooler Master MWE Gold 550,,ATX,gold,550,false,Black
Corsair VX450,,ATX,plus,450,false,
SHARKOON WPM Bronze,,ATX,bronze,600,Semi,
Corsair TX650M,,ATX,bronze,650,Semi,
Thermalright TP,,ATX,platinum,1000,Full,White
SeaSonic SSP-300TBS,77.63,TFX,bronze,300,false,Silver
MSI MAG A650BN EVA e-PROJECT,,ATX,bronze,650,false,Black / Purple
Cougar STX,,ATX,plus,650,false,
Cooler Master B500 ver.2,,ATX,plus,500,false,
Antec Signature Platinum,251.15,ATX,platinum,1000,Full,Black
EVGA 710 BP,,ATX,bronze,710,false,Black
Deepcool DA700N,,ATX,bronze,700,false,Black
Antec Earthwatts Green,,ATX,bronze,380,false,
Cooler Master MWE Gold,,ATX,gold,550,Full,Black
Raidmax Vortex,,ATX,gold,600,false,Black
Antec VP PLUS,,ATX,plus,450,false,Black
Aerocool P7 Platinum,,ATX,platinum,850,Full,Black
EVGA SuperNOVA 1000 G1,,ATX,gold,1000,Full,
Silverstone Strider Plus,,ATX,bronze,500,Full,
EVGA 650 B3,,ATX,bronze,650,Full,
Silverstone Essential,,ATX,bronze,650,false,Black
EVGA SuperNOVA 850 B2,,ATX,bronze,850,Semi,
EVGA SuperNOVA 1000 P5,,ATX,platinum,1000,Full,Blue / Black
FSP Group HYPER S,,ATX,plus,600,false,Black
PC Power & Cooling Silencer,210.62,ATX,platinum,1050,Full,
Silverstone Essential,,ATX,bronze,750,false,Black
In Win PB,150,ATX,gold,750,Full,
Cougar VTE X2,67.98,ATX,plus,600,false,Black
Corsair Vengeance 400,,ATX,bronze,400,false,
FSP Group CANNON PRO (230V),,ATX,gold,2000,Full,Black
Corsair HX750,,ATX,gold,750,Semi,
SilentiumPC Elementum E2 230V,,ATX,plus,550,false,Black
KOLINK KL-SFX250,,SFX,bronze,250,false,Black / Green
Cooler Master B600 ver. 2,,ATX,plus,600,false,Black
SeaSonic G,,ATX,gold,650,Semi,
Cooler Master G550M,,ATX,bronze,550,Semi,
SeaSonic PRIME,,ATX,gold,650,Full,Black
Enermax MaxTytan,,ATX,titanium,750,Full,Black
Rosewill VALENS-600,140,ATX,gold,600,false,
Antec NeoECO Gold ZEN,,ATX,gold,700,false,Black / Gold
Cooler Master V550,,ATX,gold,550,Full,
Phanteks AMP,,ATX,gold,550,Full,Black
EVGA 510 BP,,ATX,bronze,510,false,Black
Thermaltake Toughpower Grand RGB 750 SE,,ATX,gold,750,Full,Black
Thermaltake Toughpower Grand RGB 850 SE,,ATX,gold,850,Full,Black
OCZ ModXStream Pro,,ATX,plus,600,Semi,
SHARKOON SilentStorm Icewind Black,,ATX,bronze,550,Semi,Black
Apex AG-M,,ATX,gold,750,Full,Black
Thermaltake Toughpower GF1 - TT Premium,264.24,ATX,gold,1200,Full,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,450,false,Black
SeaSonic CORE GC-500,,ATX,gold,500,false,Black / Yellow
Corsair AX650,250,ATX,gold,650,Full,
Thermaltake Smart BX1 RGB 650,136.94,ATX,bronze,650,false,Black
Phanteks Revolt Pro,414.99,ATX,gold,850,Full,Silver / Black
Silverstone SFX,,SFX,bronze,450,false,
be quiet! Pure Power 11 FM 550,,ATX,gold,550,Full,Black
SilentiumPC Supremo L2 V2,,ATX,gold,550,false,Black
EVGA 450 BV,,ATX,bronze,450,false,
Silverstone Strider Titanium,,ATX,titanium,600,Full,
Phanteks AMP,,ATX,gold,1000,Full,Black
SeaSonic FOCUS Gold,,ATX,gold,450,Semi,
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,gold,680,Semi,
Thermaltake TR2 S,,ATX,plus,650,false,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,850,Semi,Black
SeaSonic 850FX WHITE,,ATX,gold,850,Full,White
LC-Power LC6 V2.31,,ATX,gold,750,Full,Black / Gray
In Win P75F,,ATX,gold,750,false,Black
LC-Power LC6350 V2.3,,ATX,bronze,350,false,Black
OCZ ModXStream Pro,,ATX,plus,700,Semi,
SeaSonic TFX 350,,TFX,gold,350,Full,
FSP Group FSP220-60LE(80),,Mini ITX,plus,220,false,
Antec NeoECO,,ATX,bronze,550,Semi,Black
Silverstone Essential,119.99,ATX,gold,650,false,Black
Rosewill PHOTON-750,,ATX,gold,750,Full,
Super Flower Leadex VI Platinum PRO,199.99,ATX,platinum,1000,Full,Black / Blue
Thermalright TG,,ATX,gold,850,Full,White
GameMax GP,,ATX,bronze,500,false,Black
Silverstone Strider Titanium,,ATX,titanium,1500,Full,Black / Blue
SeaSonic Platinum,,ATX,platinum,1000,Full,
be quiet! Pure Power 11 CM,,ATX,gold,400,Semi,Black
Apevia ATX-AQ700W-BK,,ATX,,700,false,
Antec High Current Gamer,,ATX,bronze,520,Semi,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1500,Full,
Xigmatek Vector,,ATX,gold,650,Semi,
Silverstone Strider,,ATX,gold,750,Full,
PC Power & Cooling Silencer Mk II,,ATX,silver,950,false,
FSP Group Hyper M85+,,ATX,bronze,650,Semi,Black
SeaSonic PRIME Ultra Gold 1000,379.99,ATX,gold,1000,Full,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,650,false,Black
LC-Power LC6 V2.31,,ATX,gold,550,Full,Black / Gray
FSP Group Hydro PTM PRO,,ATX,platinum,1200,Full,Black
Sparkle ATX-350PN-B204,57.99,ATX,,350,false,
LC-Power LC6 V2.31,,ATX,gold,850,Full,Black / Gray
be quiet! Pure Power 10,,ATX,silver,600,false,
Thermaltake TR2,,ATX,,600,false,
Corsair AX750,,ATX,gold,750,Full,
Segotep CP-PSU-ST-P750F,,ATX,gold,750,Full,Black
be quiet! Dark Power Pro 11,,ATX,platinum,1000,Semi,
FSP Group Hyper M,,ATX,plus,700,Semi,Black
Antec VP PLUS,,ATX,plus,650,false,
Thermaltake TR2,,ATX,bronze,500,false,
Fractal Design Integra R2,,ATX,bronze,500,false,
Super Flower Leadex V Pro,249.99,ATX,gold,1000,Full,Black / Gold
Super Flower Legion GX Pro,129.99,ATX,gold,850,Semi,Black
Antec Earthwatts Green,108.11,ATX,plus,500,false,
be quiet! System Power U9,,ATX,bronze,600,false,Black
Enermax MAXPRO,,ATX,plus,500,false,
Cooler Master MWE Gold 750,,ATX,gold,750,false,Black
be quiet! Dark Power Pro 11,,ATX,platinum,850,Semi,
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,bronze,750,Semi,Black / Gray
Silverstone Strider,,ATX,plus,700,false,
Corsair AX760i,,ATX,platinum,760,Full,
In Win P85,144.18,ATX,gold,850,Full,Black
Cougar POLAR,161.49,ATX,platinum,1050,Full,White
ENDORFY Supremo FM5,,ATX,gold,650,Full,Black
Phanteks Revolt Pro,,ATX,gold,1000,Full,Silver / Black
Silverstone Strider,,ATX,bronze,500,false,
SeaSonic X,,ATX,gold,750,Full,
Antec NeoECO 750 Gold,,ATX,gold,750,Semi,Black
SilentiumPC Supremo FM2,,ATX,gold,650,Full,Black
Thermaltake Toughpower GF2 ARGB,130.11,ATX,gold,650,Full,Black
Corsair G700,,ATX,plus,700,false,
SilentiumPC Vero M2,,ATX,bronze,600,false,Black
Fractal Design Ion+ 760P,,ATX,platinum,760,Full,Black
Athena Power AP-MFATX40P8,117.75,Flex ATX,bronze,400,false,
KOLINK Regulator,149.99,ATX,gold,1000,Full,Black
LC-Power LC V2.31,,TFX,,400,false,Black
Super Flower Legion GX Pro,,ATX,gold,650,Semi,Black
EVGA 610 BP,,ATX,bronze,610,false,Black
Enermax REVOLUTION SFX,,SFX,gold,650,Full,Black
Cooler Master GX III GOLD,,ATX,gold,650,Full,Black / Purple
Thermaltake Toughpower SFX,,SFX,gold,450,Full,Black
Enermax Platimax D.F.,,ATX,platinum,600,Full,Black
Corsair Vengeance 550M,,ATX,bronze,550,Semi,
SeaSonic SSP-300ST,,ATX,bronze,300,false,
SeaSonic X,,ATX,gold,650,Full,
XFX XT,,ATX,bronze,500,false,
Thermaltake Smart,,ATX,bronze,650,Semi,
Antec CSK,,ATX,bronze,450,false,Black / Yellow
Cooler Master GX,,ATX,plus,650,false,
Fractal Design Anode Bronze,,SFX,bronze,450,false,Black
be quiet! Pure Power L8,,ATX,bronze,630,Semi,Black / Orange
be quiet! System Power 10 U,,ATX,bronze,650,false,Black
Deepcool GamerStorm DQ-M,,ATX,gold,850,Full,Black / Silver
be quiet! Straight Power 10 CM,,ATX,gold,600,Semi,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Rosewill RD-Z,,ATX,plus,400,false,Black
Antec NeoECO,,ATX,bronze,620,false,
FSP Group Hydro G,,ATX,gold,750,Full,
Gigabyte GreenMax Plus,,ATX,bronze,550,false,
Zalman zm-750-XG,,ATX,gold,750,Semi,
EVGA 450 B1,,ATX,bronze,450,false,
be quiet! Pure Power L8,,ATX,bronze,530,Semi,
In Win P105II,186.12,ATX,platinum,1050,Full,Black
Super Flower LEADEX VII Platinum PRO,269.99,ATX,platinum,1200,Full,Black
be quiet! TFX Power 3 300,129.86,TFX,gold,300,false,Black
SeaSonic SS-300TFX Bronze,62.9,TFX,bronze,300,false,
Silverstone ST85F-GS-V2,129.99,ATX,gold,850,Full,
FSP Group FSP450-60GHS(85)-R,,SFX,bronze,450,false,
Enermax Revolution D.F.,,ATX,gold,850,Full,Black / Silver
FSP Group Dagger Pro,,SFX,gold,550,Full,Black
Cooler Master XG750,,ATX,platinum,750,Full,Black
Thermaltake Toughpower Grand,,ATX,platinum,600,Semi,
Cooler Master GX,,ATX,bronze,750,false,
Corsair VX550,,ATX,plus,550,false,
Raidmax XT,,ATX,,500,false,
Thermaltake Smart,,ATX,bronze,850,Semi,
Antec High Current Gamer Gold,,ATX,gold,1000,Full,Black
Corsair HX620,,ATX,plus,620,Full,
SHARKOON WPM Bronze,,ATX,bronze,700,Semi,
ARESGAME AGS,,ATX,gold,850,Semi,Black / Red
Cooler Master XG850,,ATX,platinum,850,Full,Black
Corsair CS850M,,ATX,gold,850,Semi,
Cooler Master MWE GOLD 550 V2,,ATX,gold,550,false,Black
Xilence XP850MR9,154.88,ATX,gold,850,Semi,Black / Red
Thermaltake Smart,,ATX,plus,730,false,
SeaSonic Platinum,,ATX,platinum,860,Full,
Apex AL-D500EXP,,ATX,,500,false,
Cooler Master Silent Pro M,,ATX,plus,600,Full,
be quiet! System Power 8,,ATX,plus,600,false,
FSP Group HEXA 85+,,ATX,bronze,450,false,Black
Xigmatek ACXTNRP-PC502,,ATX,bronze,500,false,
RIOTORO BUILDER,,ATX,plus,500,false,Black / Red
Corsair G800,,ATX,plus,800,false,
Cooler Master MWE GOLD 850 V2,,ATX,gold,850,false,Black
Thermaltake German,,ATX,plus,630,false,
be quiet! Straight Power 10 CM,,ATX,gold,800,Semi,
Cooler Master V1000 Platinum,,ATX,platinum,1000,Full,Black
Cooler Master XG650,,ATX,platinum,650,Full,Black
Thermaltake Toughpower GF1 - TT Premium,,ATX,gold,1000,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,304.98,ATX,platinum,850,Full,
FSP Group SFX Pro,,SFX,bronze,450,false,Black
Deepcool DQ750ST,,ATX,gold,750,false,
SeaSonic Platinum,,ATX,platinum,660,Full,
GameMax GM,,ATX,gold,2000,false,Black
Cooler Master MWE White V2 230V,,ATX,plus,450,false,Black
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,650,Full,Black
SeaSonic G,,ATX,gold,360,false,
Antec Earthwatts,,ATX,bronze,650,false,
Antec NeoECO Classic,,ATX,bronze,650,false,Black
Antec VP,,ATX,,350,false,
Thermaltake TR2,,ATX,,700,false,
Thermaltake Toughpower GX1 500,,ATX,gold,500,false,Black
Rosewill ARC 750,,ATX,bronze,750,false,
Xilence XP700R6,,ATX,,700,false,Black / Red
FSP Group HEXA 85+ PRO,,ATX,bronze,550,false,Black
LC-Power LC8550 V2.31 Prophet,,ATX,bronze,550,Semi,Black / Blue
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,
Rosewill RBR1000-M,,ATX,bronze,1000,Semi,
Enermax CYBERBRON,,ATX,bronze,600,false,Black / Silver
SeaSonic Snow Silent 1050,,ATX,platinum,1050,Full,
Rosewill Glacier 600M,,ATX,bronze,600,Semi,
SeaSonic FOCUS SPX (2021),,SFX,platinum,650,Full,Black
"FSP Group Hydro Ti PRO,Gen 5",,ATX,titanium,850,Full,Black
Cooler Master Silent Pro Gold,,ATX,gold,1000,Semi,
FSP Group AURUM S 400W,,ATX,gold,400,false,
FSP Group FSP300-57FCB,,Flex ATX,gold,300,Full,Black
Super Flower Legion GX Pro,,ATX,gold,750,Semi,Black
Rosewill Capstone,,ATX,gold,750,Semi,
Corsair AX1500i 240V,,ATX,titanium,1500,Full,
FSP Group HEXA 85+,,ATX,bronze,850,false,Black
SeaSonic PRIME Titanium,,ATX,titanium,750,Full,
EVGA 750 B3,,ATX,bronze,850,Full,
G.Skill PS750G,,ATX,gold,750,Full,Black
Fractal Design Integra M,,ATX,bronze,550,Semi,
RAIJINTEK CRATOS,,ATX,gold,850,Full,White
GameMax GM-1050,,ATX,silver,1050,Semi,
KOLINK Classic Power,,ATX,bronze,400,false,Black / Red
KOLINK KL-SFX450,,SFX,bronze,450,false,Black / Green
BitFenix Whisper M,,ATX,gold,850,Full,
be quiet! Pure Power 10 CM,,ATX,silver,400,Semi,
